Projects, Links>>,,,,,,,,,,,,,,,,,,,,,,,,,
http://basicattentiontoken.org/,http://basicattentiontoken.org/BasicAttentionTokenWhitePaper-4.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
http://boscoin.io/en/home/,http://boscoin.io/en/home//wp-content/themes/boscoin//src/pdf/Boscoin_ContributionTerms.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
http://chronobank.io/,http://chronobank.io/https://chronobank.io/files/business_outline.pdf,http://chronobank.io/https://chronobank.io/files/dev_plan.pdf,http://chronobank.io/https://chronobank.io/files/whitepaper.pdf,,,,,,,,,,,,,,,,,,,,,,,
http://coinstorm.net/en,http://coinstorm.net/en/whitepaper_ioc.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
http://crowdsale.idice.io/,http://crowdsale.idice.io/https://crowdsale.idice.io/idice-whitepaper.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
http://cryptoping.tech/,http://cryptoping.tech/https://cryptoping.tech/cryptoping_whitepaper_en.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
http://dacplay.org/en/,http://dacplay.org/en/../pdf/BitSharesPlayWhitePaper_EN.pdf,http://dacplay.org/en/../pdf/BitSharesPLAYNoneTechnical_EN.pdf,http://dacplay.org/en/../pdf/BitSharesPlayProspectus_EN.pdf,,,,,,,,,,,,,,,,,,,,,,,
http://darcr.us/,http://darcr.us/https://darcr.us/wp-content/uploads/2017/09/Darcrus-Use-Cases.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
http://district0x.io/,http://district0x.io/./docs/district0x-whitepaper.pdf,http://district0x.io/./docs/district0x-whitepaper.pdf,http://district0x.io/./docs/district0x-whitepaper.pdf,http://district0x.io/./docs/district0x-whitepaper.pdf,,,,,,,,,,,,,,,,,,,,,,
http://dmarket.io/,http://dmarket.io/assets/documents/DMarket_white_paper_EN.pdf,http://dmarket.io/assets/documents/DMarket_one_pager_EN.pdf,http://dmarket.io/assets/documents/DMarket_howey_test_EN.pdf,http://dmarket.io/assets/documents/DMarket_tokens_sale_policy_EN.pdf,http://dmarket.io/assets/documents/DMarket_one_pager_EN.pdf,http://dmarket.io/assets/documents/DMarket_one_pager_EN.pdf,http://dmarket.io/assets/documents/DMarket_one_pager_RU.pdf,http://dmarket.io/assets/documents/DMarket_one_pager_ES.pdf,http://dmarket.io/assets/documents/DMarket_one_pager_CN.pdf,http://dmarket.io/assets/documents/DMarket_white_paper_EN.pdf,http://dmarket.io/assets/documents/DMarket_white_paper_EN.pdf,http://dmarket.io/assets/documents/DMarket_white_paper_RU.pdf,http://dmarket.io/assets/documents/DMarket_white_paper_ES.pdf,http://dmarket.io/assets/documents/DMarket_white_paper_CN.pdf,http://dmarket.io/assets/documents/DMarket_white_paper_DE.pdf,http://dmarket.io/assets/documents/DMarket_tokens_sale_policy_EN.pdf,http://dmarket.io/assets/documents/DMarket_tokens_sale_policy_EN.pdf,http://dmarket.io/assets/documents/DMarket_howey_test_EN.pdf,http://dmarket.io/assets/documents/DMarket_howey_test_EN.pdf,http://dmarket.io/assets/documents/DMarket_one_pager_EN.pdf,http://dmarket.io/assets/documents/DMarket_white_paper_EN.pdf,http://dmarket.io/assets/documents/DMarket_howey_test_EN.pdf,http://dmarket.io/assets/documents/DMarket_presale_general_terms_&_conditions_EN.pdf,http://dmarket.io/assets/documents/DMarket_tokens_presale_privacy_policy_EN.pdf,http://dmarket.io/assets/documents/DMarket_tokens_sale_privacy_policy_EN.pdf,http://dmarket.io/assets/documents/DMarket_tokens_sale_policy_EN.pdf
http://etheroll.com/,http://etheroll.com/./risks.pdf,http://etheroll.com/http://crowdfund.etheroll.com/etheroll-whitepaper.pdf,,,,,,,,,,,,,,,,,,,,,,,,
http://facecoin.tech/,http://facecoin.tech/WhitePaper.pdf,http://facecoin.tech/WhitePaper.pdf,,,,,,,,,,,,,,,,,,,,,,,,
http://filecoin.io/,http://filecoin.io/./filecoin.pdf,http://filecoin.io/https://filecoin.io/filecoin.pdf,http://filecoin.io/./filecoin.pdf,http://filecoin.io/./proof-of-replication.pdf,http://filecoin.io/./power-fault-tolerance.pdf,http://filecoin.io/./research-roadmap-2017.pdf,http://filecoin.io/./filecoin-jul-2014.pdf,,,,,,,,,,,,,,,,,,,
http://finshi.capital/,http://finshi.capital/http://finshi.capital/whitepaper_finshi_eng.pdf,http://finshi.capital/http://finshi.capital/finshi_legal_terms_eng.pdf,,,,,,,,,,,,,,,,,,,,,,,,
http://fujinto.io/,http://fujinto.io/uploads/fujinto-whitepaper.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
http://getplutons.plutus.it/,http://getplutons.plutus.it/https://plutus.it/assets/Plutus.it-White-Paper-v1.1.pdf,http://getplutons.plutus.it/https://plutus.it/assets/Plutus.it-White-Paper-v1.1.pdf,http://getplutons.plutus.it/https://plutus.it/assets/Plutus.it-White-Paper-v1.1.pdf,http://getplutons.plutus.it//assets/Plutus.it-White-Paper-v1.1.pdf,http://getplutons.plutus.it//assets/Terms of use - Plutus.pdf,,,,,,,,,,,,,,,,,,,,,
http://gnosis.pm/,http://gnosis.pm//resources/default/pdf/gnosis_whitepaper.pdf,http://gnosis.pm//resources/default/pdf/gnosis_whitepaper_chinese.pdf,http://gnosis.pm//resources/default/pdf/gnosis_whitepaper.pdf,http://gnosis.pm//resources/default/pdf/gnosis_whitepaper_chinese.pdf,,,,,,,,,,,,,,,,,,,,,,
http://heatledger.com/,http://heatledger.com/HEATWhitepaper.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
http://humaniq.co/,http://humaniq.co//pdf/humaniq-whitepaper-05.09.pdf,http://humaniq.co//pdf/humaniq-whitepaper-05.09.pdf,,,,,,,,,,,,,,,,,,,,,,,,
